rating,review
5,incredible upgrade from my quicktune
5,perfect
5,great value
5,great tuner for a great price
4,worth the price
5,this is what you want
4,good inexpensive tuner but fragile
5,miracle worker
5,great little tuner
5,stars but i still prefer my fender tuner
5,great tuner great price
5,quality easy perfect
5,best tuner i own
5,great cheap tuner
5,sharks are in the ocean and are dangerousa snark will tune sweet pitches
5,great tuner
5,fantastic little gizmo
5,i own the red one for guitar its the best tuner in the world
4,awesome little tuner at crazy low price
5,great little gadget
5,great accurate and cheap tuner with clip
5,the best clip on tuner
5,its a steal buy it
5,just what i expect
5,works well and is beautiful too
5,great tuner very convenient
4,great little tuner
5,compact and easytouse
4,stars because the arm broke
3,decent tuner
5,excellent guitar tuners
5,snark sn tuner
5,the best tuner yet
5,snark sn tuner is well spent
5,great producteasy and accurate
4,excellent
5,no more guesswork tuning my guitar
3,two were dead after days third times the charme
5,excellent tuner
4,works fine but
1,works great if it doesnt break
5,easy and accurate
5,i retired my other two tuners
5,i love snark tuners
5,super tuner
5,best acoustic tuner
5,goodby plugjackin tuners
5,perfect tuner
5,awesome low price tuner
5,the perfect tuner
5,best tuner around
5,good things come in small packages
5,the tuner works great
5,best tuner ive bought
4,appears to work fine
5,great lil tuner
5,works better than i expected
5,guitarist musthave
5,nicely priced accurate handy tuner
5,stay tuned
5,works well for me
5,best headstock tuner ever
5,great little tuner
4,great item
5,best of many that ive tried
4,very convenient but sometime you gotta whack it
5,fulfills every tuning need and more
5,perfect
5,fast and accurate great little tuner
5,it a hit
5,buy them by the dozen
5,handy and precise
1,broken head
5,the right tool for beginner
5,very nifty
5,great life
5,great little tuner
5,good compact tuner
5,best litte tuner ever bar none
5,snark meets expectations
4,works well but could be brighter
4,dont drop them
5,best tuner ever
5,accurate tuner
3,good tuner but some problems
5,good price point good product
3,handy little tuner but it broke
5,snark sn tuner
3,cheap but will it last
4,easy to clip on easy to use smaller than expected
5,easy easy easy
5,snark clip on
5,good value
4,nice tuner could be brighter
5,just yes
5,this is one great tuner
3,have been burned
5,the next in instrument tuners
5,newbie worked fine
4,great product too bad theyre going up up up
4,best headstock tuner for a variety of instruments
5,amazingly versatile little doohickey
5,this is a good one
5,wonderful little beauty
5,it works well
5,portable accurate works great cheap
3,good tuner
5,perfect product
5,it is a everyday use tool for a musician
5,best tuner ive ever ownedperiod
4,great tuner wish the clamp was a little wider
4,decent tuner
3,i love this tuner but
5,works great and has the microphone feature
5,cant beat itfor under
5,cheap and it works
4,good and cheap but not exact
5,i have of these
5,perfect tuner
5,best tuner i have for my fiddle and mandolin
4,great tuning but very delicate
5,very well done
5,very good tuner
4,my second sn
5,great tuner
4,it broke but was replaced
3,it works pretty good
5,great little tuner
5,bought another snark
3,nice but easy to break
5,fast tracking tuner with good features
5,easy to use accurate convenient handy
2,tuner is great joints not so much
5,the best of the best
5,small great price easy to read
5,snark sn all instrument clipon chromatic tuner
5,snark tuner
5,always loved this this is my second
3,it okay
5,very nice and accurate
5,best headstock tuner period
2,condolences for mine
5,my personal favorite
4,great little unit
5,a newer tuner
5,it is good
5,colorful accurate easy to use and fun
5,good tuner
5,handy
5,nice tuner
5,very good and solid
5,brilliant design
5,snark tuner
5,i love it
5,snark sn tuner
5,my favorite tuner
4,when the whole room needs to know that youre using a tuner
5,i dont use anyting other than snark tuners
5,best
5,snark
3,it really is accurate
5,good tuner
5,love this little device
5,i love these things
5,if i play country do i need to tune
5,excellent product great value
5,great product for the price
5,where was this all my life
5,even my mother loved it
5,snark sn tuner
5,awesome gadget
5,hamilton nuera tabletop mic stand
4,excellent value light weight but compact
4,very good tabletop mic stand
4,a great value
5,works as it should very portable
4,not tall enough not short enough
5,low priced kick mic solution
5,really needed one of these
5,love this stand
4,great short mic stand for the cost
5,what a find
5,i use this as a mic stand for micing a bass drum
4,so far so good
4,curly cables rock
5,love this cable
5,great cable for home practice use
5,nice sound
4,great cable for the price
5,great bargain what a steal
5,cheapdurableand sounds nice
4,not feet about feet instead maybe that matters
5,nice cable
4,does what it says
3,fun toy til youre ready for something better
1,i will finally hear a great hisssss in my earphone
4,very innovative
2,does not work with my iphone gs
5,this one is a must
3,you get what you pay for
5,awesome way to practice
2,meh if you can spring for the irighd
4,irig is cool app not so much
5,the last tuner youll ever need to buy
4,good but touchy
4,accurate seems fragile
5,great you will never go back to the other type of tuner
3,awkward to use overpriced for tuning a guitar
5,the best tuners ever
3,poor construction considering price
5,great for its intended purpose
4,good mic recommeded
4,review of mxl studio coming from a mxl owner
4,nice but had two issues
3,its okay i have better
3,almost
5,great power supply
5,nice way to keep pedals more organized and reduce noise
5,works great and solved my boss meb power problem
5,theres nothing better
5,very adjustable power supply
5,fantastic guitar
5,full size thinline acusticelectric guitar
5,unbelievable
4,good for price
4,nice strap
5,perfect for small instrument
5,its the right size
5,stick with the strap
4,worked good
4,a really cool strap but a little expensive
5,i looked at a lot of different straps
4,cant beat this for the money
5,for the price works very well
4,good delay but knob is hard to see
2,not worth the few dollars youll spend on it
5,delay delay and more delay great
5,great sound
4,it does its job
5,great pedal for the price
5,great for the price heck great for twice the price
4,good effect one problem
3,the proof is on my fingers
5,martin sp strings
4,guitar strings
5,ignore gear snobs
5,best purchase yet
5,this is amazing for the money
5,best modeling practice amp for the price
5,what a deal for only i bought two of them
5,nice
5,it didnt work
5,completely blown away by this amp
5,fantastic amp
5,variety and customizable
5,best cheap amp of them all
4,too much tech
5,bought it for my kid now im buying it for myself
5,great amp for the price
5,the best practice amp ive ever played through
5,awesome let me break it down
4,get a tube
5,now were jammin
5,adding another fender to my collection
5,great little amp
5,looks and sounds fantastic
5,amazing
4,great little guy
5,great amp
5,amazing little amp
5,everything a hobbiest want
1,this amp is oooookay fizzlecrackle and noise when you arent playing
5,best modeling amp for vintage tones
5,just as i expected
5,huge improvement over gdec wished i had bought the mustang iii
5,very happy with purchase wait for this to go on sale
5,vox satriani amplug
3,hard to find a clean sound
5,thick satriani lead tones onthego
5,travel amp w headphones
5,beginner amp
5,perfect practice amp
5,loud for its size
5,good amp
5,rogue g w x guitar combo amp black
4,i like this very much
4,ok for what it is
5,rogue g w x guitar combo amp black
5,a nice little amp
4,great value
5,great for fl studio but im not to sure about other programs
5,great but consider the best size for your needs
4,nice controller for the price
2,defective
2,meh drum pads are horrible
1,ok for the price and usb connection without interface needed
3,not impressed
1,what a joke
3,not mad
5,awesome midi keyboard
5,works great tunes great
5,great price great tuner worth the buy
5,great product but dont pay more than
5,i have bought more than one of these
4,does the basics
4,i do almost all my tuning with these now
3,convenient but not very accurate
5,snark is great
5,better than the first one
4,great for the money
5,another budget surprise
5,great sounding medium delay
5,i read the reviews before buying this pedal and the reviews were right on
5,amazing analog sound that richly colors your tone
4,great value but limited to slapback and shorter delays
5,worth way more
5,this is an awesome guitar at an awesome price
5,bang for your buck
5,inexpensive acoustic guitar
5,great little disposable guitar
5,swirly fun
4,best bet for players on a budget
5,good phase pedal
5,rethink what you need to spend buy this pedal
4,months later still no issues
5,fantastic value
1,dull
5,tube screamer clone
1,not true bypass colors tonebreaks easily
5,very nice
5,awesome price and deal
5,better than a tubescreamer for the price
5,killer
2,behringer type pedal
4,great overdrive pedal
4,excellent clone
5,great od pedal for the money
5,yup
5,joyo jf vintage overdrive
4,nice tube overdriven sound for incredible price
5,bye bye ts
5,love joyo
5,the tone you want for cheap
5,nearly indistinguishable from a ts tubescreamerand
5,tube screamer clone
4,bright but boring effects
5,fills a gym
5,super cool laser every dj should have this and the barrel d effect laser
4,looks great worth the price
5,excellent affordable laser
4,good but not lasting
5,works great for me
5,fender accessories slick string cleaner
5,pleasantly surprised how easy and efficient it is
5,love on line shopping with amazon
3,pretty decent product
3,im not sure really
5,a small but important detail
5,easy and works
2,not really impressed
5,easy
3,satisfactory
4,another vote for fender slick
5,way better than the the popular competitor
4,my second one
1,it seems pretty unnecessary
5,best string cleaner
5,great pedal for the money
4,great delay for the money
3,it was okay
5,you cant go wrong with joyo
5,nice crisp delay sound
5,excellent delay pedal
5,for the price snark tuners cant be beat
4,great product but it needs a kickstand
4,very much okay for a student tunermetronome
5,great for acoustic instruments
5,works just fine
5,does the job
5,absolutely awesome
5,very well made tuner
4,great tuner
3,its not bad
5,i am vamped
4,a great little amp for the money
5,sounds great
5,perfect practice amp
5,horsepower
1,waste of money
3,the end connections are not the best
5,nice cable
5,great for the money
5,my first order though amazon
4,more than what i expected
3,great sound with an anoying rattle after two weeks
5,great cheap bass amp
5,small box big sound
5,really strong tone but the bass can get overpowering
5,maybe i just got a bad one but
1,fizz and noise issues
4,its like line but for the non metal crowd
3,fizzing distortion sound with the mustang
5,buy it
5,amp
3,blehit is what it is
5,simplicity at its best
4,does good makes you wish for another humbucker
5,i agree
5,boss rc looper
5,surprisingly useful
5,the product description was absolutely right
5,great guitar pedal
5,awesome unit
4,amazingly easy to use
4,works
4,nice gate
4,sucks tone
5,solved all my problems
5,a must for any pedal board
4,works well seems like it could work better
5,sweeeet
5,exelent
5,works well with ardour
4,does the job
5,great product for the price with sonar xl
5,fantasic delay
2,fair not great
5,all you could ever want in a delay and more
5,flashback
5,the search for a delay pedal ends
4,seemless setup and ideal for simple daily use
4,better than it looks and great sounding
5,super usb mic
4,attractive cosmetics and good sound but not necessarily the best fit
3,gain adjustment in software only
3,install issues
5,nice selection
5,nice variety
5,great sampler
5,hard to get this wrong
4,great price for a bunch of usable picks
5,great product great price
5,disappointedone of my cables didnt work on our first performance
4,meet our needs
5,quality meets my expectations and value is great
5,very decent cable
5,has replaced my guitar stand
5,simple but effective
3,nice but keeps falling off the desk
3,for price its ok but too light
2,its too light
5,great idea
3,simple and useful but doesnt instill a lot of confidence
5,ukulele stand
4,great product but only works on carpeting
3,falls off desk too easily
4,handy for temporary hold
5,ingenious
4,works for what it is made for
3,not useful at all
3,i suppose this is ok
4,works like its supposed to
4,guitar rest
3,simplenot worth the money
5,love love love
5,simple and elegant
1,good idea in theory but im tired of my guitar falling over
4,an inexpensive but functional piece of rubber
3,not as helpful as it would appear to be
4,worthwhile
5,fun a loud
4,classical guitar instructors review love it
5,high quality guitarukulele beautiful sound
4,great travel guitar
2,considerable disappointment
5,what fun
5,part of my tone
5,super nice reverb for either trad spring sound or more modern realistic dsp verb
5,outstanding reverb
5,one of the most useful pedals i own surprisingly
4,best deal in the world great product
5,no tone loss
5,tone prints omg
5,absoulutely the best
5,nice pedal with lots of options but i preferred the electro harmonix
3,was expecting a little more
5,reverb
5,halla
5,dont buy this pedal if
5,an outstanding overdrive
5,tc electronic mojomojo overdrive
5,mojo
4,warm tubelike overdrivebooster with voicing you may or may not like
5,solid performer for portable inexpensive ambient recorder
5,bit on the plasticy side but is really built quite well
3,useful but has limitations
5,what an awesome little recorder
1,so so for conversation recordingonly non serious use
5,to make you sound like a pro
3,good but not great
5,unbeatable value convenience and durability
5,the sound quality is unbelievable
5,makes good recordings
4,good for the price
4,very basic protection but a good value
2,junky
5,great case for a great price
4,good case but too tight a fit for most
4,it fits
5,amazing for the price
5,just in case
5,for the money its a good deal on a hardshell case
5,wonderful case
5,fantastic case great price
3,works well for what it is
5,wonderful case
4,excellent for the price but still a budget case
5,fantastic case
5,happy camper with a case
4,a decent starter guitar
4,great guitar for less than
5,always steal from amazon heres another chance
5,very decent starter guitar
5,i ordered the telecaster version and received this strat instead guess what
5,great qualityprice looks amazing
5,have a lot to compare it to
5,bad ass high quality guitar that is worth every penny
5,how do they do this
1,crooked bridge causes defective low e string intonation
5,good one
5,amazing
5,inch guitar
4,good sound but bulky
4,nice recorder easy to use
5,cant have too many quality recorders
3,fell short of my expectations
5,waited before giving this review
1,use a smartphone
5,great for music classes
5,as expected is a good thing
4,amateur musicians record your mix
5,fills that void in your pedalboard
2,great sound well made too limited
4,economical and useful
5,a surprising digital effect
5,line m stompbox modeler
5,badass
4,great pedal if you run it into a clean amp
5,what a great sound
4,a very fun pedal for some retro distortion
5,good choice
5,classic distortion and overdrive blended together
1,cant dunlop come up with a better descriptive word then b
4,best under
5,fullbodied crunchy alternative to the boss ds
5,if you need a tremolo pedal look no further
5,excellent tremelo
2,buolt well but stopped working
4,decent trem
4,great on a budget
1,a lot a noise when using rate different from
5,simple functional tremolo pedal at an affordable price
3,good for the price
4,i use it for my uke
4,not bad but
1,picks up unwanted noise bad aftersale serv
5,what a deal
5,good item
5,works on ukes
5,cant believe the natural sounds from my acoustic instruments
5,cherub wcpg acoustic guitar pickup
5,cherub good
4,works well for my purpose
3,its ok for the price
5,surprisingly good
3,try it it might fits your needs
2,works
5,angled it toward the g string and it sounds great what a buy for the price
5,put the mic on the headstock
2,okay pickup for the price
5,fun fun fun
5,powers my honeytone mini amp
4,good quiet power supply
5,plenty of power
5,spooky sounds
5,fun power source
4,sometimes the magic works somtimes it doesnt
5,like it
4,well made
4,a little pricey but very well made
5,light weight solid effective
5,amazing quality
5,simple effective just what i wanted
5,snark sn tuner for guitar bass and violin
3,hopefully new models of these type of tuners get better
5,excellent tuner
4,i own a few
5,nice little tuner
3,its ok but
5,this beats the pants off of any built in tuner and colorful display is easy to read in sunlight
5,super tuner
3,not the best snark
5,amazing great performance from such a small simple device
5,best tuners ever
4,very good
5,it really helps
5,great little tuner
4,very good tune not much
5,easy to stay in tune small handy time saving
3,tuner works great but beware of dependability
5,seems pretty accurate a must for strong players
5,great little tuner
5,this works and its cheap on amazon
4,worth the money
4,quick and easy
5,best tuner
5,more than guitars and bass
4,great tool
5,awesome
2,not on my bass
4,does the job right
4,i like it but the black rubber already came up
4,snark sn a great little tuner
4,snark sn for bass violin
4,i like it
3,tuning your guitar made simple
5,great little guitar tuner
4,works well but a little slow
4,good tuner
5,simply excellent
5,never be out of tune again
5,works nice
4,snark sn
1,inconsistent accuracy
5,snark tuner
5,fantastic tuner a must have
4,a
4,great tuner but battery doesnt last so long
1,worst tuner ive ever used
5,bought at once for
5,compact and inexpensive the snark sn is terrific if you have the right kind of finish
5,awesome tuner
5,spot on tuning
4,tuner
5,its been a good tuner for me
5,snark versus snark
5,best tuner for my ukulele
5,a product that becomes indispensable from the first time you use it
5,great tuner cant beat the price
2,snark makes better tuners than this
5,i use it for guitar bass uke
5,love it
5,the only uke tuner worth owning
5,a
5,the snark ukulele tuner is a delight to use
5,easy reader
3,this is a chromatic tuner no ukulele tuning mode
5,what a bargain
5,perfect tool for its purpose
5,love the snark
5,a must have for a new uku player
3,hard to beat for the price but high defect rate
5,a musthave
5,perfect
5,apogee jam vs iriffport
1,old pin connector makes this thing worthless to get one
2,the input jack is too loose
5,easy hookup and sounds great
5,if youre at all serious about recording guitarpick this up
1,my iphone s was not compatible ended up returning it
5,holy moly
5,my goto pedal tape
3,bulky
5,forget the rest
5,best velcro out there
5,grips well great more permanent alternative to velcro
5,very useful for a homemade pedal board
1,the velcro that is so strong that you cant even use it
5,i wished for this
5,far better than velcro
4,very neat package
5,great package it finally stayed in tune after multiple adjustments
3,great learning lesson poor instrument
4,good beginner instrument
5,great starter
5,perfect for our purpose
5,clean or dirty it sounds great
2,loaded down the signal path
5,mxr analog chorus great effect
4,good price warm rich chorus
5,super lush and musical
5,i love this chorus pedal
5,very cool
5,plug and play simple for most microphones
1,i hate it
5,simple super quiet usb mic interface
2,not impressed
4,xlr adaptor
5,most solid stand ive purchased
5,great product and price
2,as cheap as the come
5,multi guitar bass folding stand
5,gotta trust the physics
5,guitar stand
4,great
5,multi guitar stand
3,defective
3,it works and the price is right but
5,never enough stands
4,pretty decent
4,ease of picking which to play
2,flimsy
5,very helpful tool for learning
5,dont fret position indicator for violin or viola
4,make sure you have metric measuring device
4,violin finger positioning guide
5,great mandolin pick for tremelo playing
5,consider your technique and the tone youre after
5,right pick for the job
4,heavy solid good grip
5,great mandolin pick
3,not bad for starters
4,epiphone les paul acousticelectric ukulele
4,a hundred dollars worth of fun
2,nice ukulele too bad its defective gibson quality control shouldnt have missed otherwise i would give it a star rating
5,amazing ukulele
5,precision accuracy an a work of art
4,nice uke had a problem that was taken care of quickly
5,handy starter pics
5,perfect picks
5,every pick youll ever need
5,nice variety
5,great selection
4,they do what they do
5,great assortment or picks
4,good variety of pics to figure out just what youre looking for
3,sure for trying out others
5,cool variety
3,guitar picks
5,an awesome guitar
4,pretty good
5,best bang for the buck
4,great guitar for the price
5,use for bass guitar very pleased
3,a bit too stiff for my tastes
4,good for bass too
5,great sound for my ukulele
5,good uke picks
5,nice product
4,nice warm muted kind of sound
4,felt picks for my ukulele
3,not sure i know how to use these
5,good for what they are made for
5,probably good for ukes
5,picking the day away
3,ok at best
3,it is ok because not very comfortable
5,very well made guitar strap
4,easy and accommodating
1,i would pass
4,out of worked well
4,shocking
5,great mic
1,broke
5,dream come true
5,great bang for the buck
5,great vocalist and announcers mike
5,pretty good for the money
5,the do the job great
5,protects your microphones
4,they reduce pop boom and wind noise
3,does the job
5,nice and inexpensive
4,guitar hanger
5,great for hanging a mandolin
4,just what i was looking for
5,simple and great
4,good hanger for the
5,wall mount insturment hangerdynomite and reasonable priced
5,easy to set up and looks cool
3,ok but a bit flimsier than expected
4,very nice for the price
5,they are fantastic
5,great price ad easy to install
5,simple and light
4,find a stud
5,great product for the price
5,sweet and simple great price
3,not bad
5,nice looking and robust instruments hanger
5,dirt cheap inexpensive effective and space efficient
3,very good holder
4,when hanging around waiting to play
4,guitar wall mount
5,amazing deal and they are decent quality
1,china garbage
4,not fancy but they do the job
4,great hook for the money
5,liked it so much i ordered another
4,good wall mount poor hardware
5,my nd one
5,me likee
5,works great as a wall hanger for my fender
5,guitar hanger hook holder wall mount displayfits all size guitarsbass
4,good product for the price
5,killer price
5,i bought
5,works great even better than i expected
5,love them i bought
4,cheaper alternative
4,useful device
5,helped me clean up my room
5,blue builds another beauty
2,looks not functionality
3,built like a tank great mount with a cent thumbscrew that breaks easily
5,finally gave in
4,solid shockmount for yeti
5,cheap but effective
3,cheap thin bag
5,gig bag
4,good cheap gig bag
3,not for side by sides
5,loved it
5,it does the job
5,nifty little guy
4,bought it for my son
5,awesome mixer
4,im not so sure now that i have it a new imac users perspective
4,solid equipment good value
4,excellent portable mixer
5,sweet sound differential xlr input true biamp speakers
5,jim dandy n darn tootin bx
5,honest sound great for project studios
5,love them finally
5,blow away
5,outstanding monitor for guitar playingrecording
3,pretty cool
5,coolest thing ever
5,real fun gadget
5,buy this one
5,just an awesome tool
5,what to do with old credit cards
5,by golly it works
4,yes its cool but
5,great little tuner that doesnt obscure peghead
5,love it battery included
2,it needed to adjust
3,skinny profile which is nice
4,super awesome small but poor button design
5,tiny convenient accurate enough
5,effortless compact tunermetronome
5,great mini tuner
5,fits on strat very sleek and almost hidden tunes like a champ plus metronome
5,daddario ns micro clipon excellent headstock tuner
4,small but fragile and not so easily portable
5,very small
3,compact decent tuner
5,surprisingly accurate
5,small accurate
3,tuners tuners tuners
4,quick acurate high resolution and out of the way
3,detects pitch well but could be friendlier to use
3,not great
5,neat
5,sweet little tuner
5,very impressive
4,everything about this is good except
2,i like the low profile design but a it has several problems
5,nice compact accurate
4,comparison to snark
4,my new favorite tuner
3,good function better formfactor
3,stays hidden
4,very good tuner a couple of quirks
5,this replaced my pedal based tuner
4,exactly as advertised
3,really small but a bit challenging to use
4,one was doa other works great
1,not recommend in my opinion
5,best there is
3,daddario ns micro clipon tuner pack
4,daddario ns micro clipon tuner pack
3,goes through batteries too fast
5,mini tech for musicians
5,accurate and inexpensive
3,not as good as mini tuner
4,update to maybe its just this version of the daddario micro tuner
4,pocket tuner
5,so cool everyone should have one even if you dont need one
5,finally
3,its good for what it is but theyre not great yet
5,amazing tuner
4,tiny accurate
4,as accurate as my tuner but more convenient
5,fantastic tuner
5,great tuner for banjo mandolin electric guitar
5,works great on my ukulele
5,perfect for my purposes
3,interesting design but not nearly responsive enough
5,tiny sensitive accurate
4,works great if your jamming by yourself not recommended for a band environment
5,well made and good price
5,great alternative to strap locks
5,great guitar strap buttons
4,nice product
5,excellent design simple solution for those who hate strap locks
5,fantastic product
5,clever improvement for strap button upgrades
5,great alternative to strap locks
3,yes it works but not for too much time
4,smelly
4,works great but needs a better container
5,simple and great looking
5,perfect for loar mandolin
5,perfect inexpensive wall hanger for a ukulele
3,stands out
5,well pleased
5,great little pickup
4,great sound reproduction
5,works very well
4,nice pick up
4,not too bad
4,works well considering the low price
4,nice price nice sound
5,hde guitar pickup acoustic electric transducer
5,excellent pickup
3,get what you pay for
5,great sounding and works perfect through any amplifier
4,very wellmade though not quite my favorite design
4,great pedal for the price
4,good basic slap delay pedal
5,modtone guitar effects mini mod series mtmdly
5,awesome basic delay true true true bypassno artifacts
4,good basic delay lay lay lay lay lay
5,love these picks
5,nice pick
4,that was a pick
4,nice pick i love the grip hole it really works
5,no more dropped picks
3,good picks a little to heavy for my style
4,good positive ipad holder
3,mic stand ipad holder
5,multifunctional
5,love it
5,great distortion
4,stack in a box for cheap
5,awsome distotion pedal highly recommended
5,simply the best pedals
4,excellent distortion
5,nice fat overdrive
5,amazing distortion pedal
5,ooh it sounds gooood
5,real deal
5,i really like this pedal
5,perfect plexi style gain
5,great tone
5,a truly fantastic pedal
4,clone of the mi audio crunch box
4,cheesy or modern your choice
4,extremely high output distortion pedal great value for singing lead tones and endless sustain
3,this pedal sounds good but
5,fulltone ocd clone
5,wow
5,surprisingly excellent tone from such a cheap box
3,seems like a good pedal but mine was kind of a dud
5,well worth twice the price
5,nice heavy distortion
4,totally great pedal man
5,wicked nice
4,excellent quality sound
5,just buy it
5,best kept secret
5,lives up to the hype
5,joyo jf ultimate overdrive pedal
1,mine is unuseable
5,great overdrive
5,cant rave enough about this diamond in the rough
5,if you told me that i could buy an awesome overdrive pedal for i would have said you were smoking crack
5,hard not to go balls out
5,ocd clone
5,lovely tone
4,kind of noisy when not playing but depends on the settings
4,review of joyo british sound pedal
2,joyo jf british sound effects pedal
5,it needs to be in front of a good tube amp
5,great sounds
5,amazing pedal at any price
5,not all of its sounds are great but theres plenty
5,mk clone
5,outstanding value and versatility for thick mesa boogielike sounds
5,thicksweet gooey goodness
5,holy crap
5,no power no sound but it sounds great
5,so many sounds
5,my most active guitar pedal
5,amazing tone
5,joyo jf ac tone vintage tube amplifier effects pedal
5,absolutely amazing for the money
5,voxtype tones as a preamp or stompbox at an affordable price
5,this would be a musthave at twice the price
5,way better than it ought to be
4,good bang for the buck
5,i need it to be sensitive and adjustable
5,fender clipon chrome tuner
4,nice tuner
5,never be stuck without a tuner again
5,small price huge value
5,i love this
5,great alternative to a snark
3,battery problems
5,work good for tuning my bass
4,cant go wrong for the price
5,pretty cool little device
5,great little tuner for on the go
5,excellent for the price
5,well tuned
5,fender clip on
4,nice unit
5,easy to use excellent sound
4,purchased for amateur field recordings
1,internal mics are atrocious
3,not too bad for talks or some quick music line in too
5,great sound and features for the price
5,excellent recorder
5,excellent recorder
5,great preamp clear audio
5,excellent product and easy to use
4,the best inexpensivesimple audio computer interface
4,scarlett i the start of something great
4,ableton crashes even with latest drivers and makes a poping sound
5,clean crisp audio linux supported
5,focusrite scarlett i low cost good product no hassle
5,works great with mac and garageband
3,excellent hardwarehorrible driver
5,awesome audio interface
5,easy good quality portable interface with great audio response
5,great audio interfacenot so good recording software
4,great for the home studio
4,so far so good
3,good but expensive
5,quiet easy to use
5,solid great preamps
1,no headroom for electric guitar
5,good capo
5,nice item
5,great item great price
4,good cheap capo
3,cheap option but not quality
5,does the job very strong
5,wow this beats its more expensive competiton
4,very nice
5,does what its supposed to do but for less cash
4,capo
5,great for the money spent
5,it works and should last
4,pretty decent
5,nice its a fender quality
5,extreme quality
5,good stuff
5,great for the price
5,fender asxsjtxk feet performance series guitar cable
3,its a guitar cable
4,good buy
5,great cables
5,great instrument cable
5,a very well made cable for working musicians
5,good size and works fine
5,the best cable for the money
5,gut cable
5,strong and clear
5,such a wonderful pick
5,killer picks
3,whats more metal than metal to your strings
3,steely
5,nice tight sound
5,stainless steel guitar picks whoda thunk it
5,these work fine no issues
4,good assortment
5,so far so good
5,does the job well
5,works great priced right
5,patch cords
5,the patch works great
4,perfektion is cool
5,just what i wanted
5,so far so good
4,these patch cables are magic
3,get the job done
5,patch cables
5,great pedal cables with a splash of color
5,good quality microphone wind screen
5,simple decent
5,very vibrant
4,ships slow packaging chinese with no paperwork does that matter
5,whats your mood today
4,fast shipping
5,pretty good for the price
5,easy to use
4,works as expected
5,will last will hold
5,i love when things are cheap and good quality
4,a better capo for the novice
5,competively priced quick and easy capo that works
5,good quality capo arrived earlier than expected
4,decent capo
5,a capo that is worth the time and effort to have great guitar sounds very convenient and easy to handle
5,good cheap capo
5,nice capo
5,solid item works well
4,anything is possible
4,ridiculous but useful capo
1,ignore the tempting price too small for any guitar
5,great design quality appearance excellent price
4,works well for the price
5,good deal
5,very nice and cool
5,great decoration for my music room i needed a place to display my old guitars
4,it is what it is
5,nice hanger
5,unbeatable deal
5,a highly valued tuner
5,even better than the others
2,i dont know why people are raving
5,cheap easy efficient
5,love my sn
5,snark instrument tuner
4,great tuner for the price
5,guess what it tunes really well
5,cheers
5,best ive found
5,i have over theyre great
5,accurate and lasting
5,im pleased
4,i love these things
5,best guitar tuner ever
5,convenioence and quick
4,easy to use
5,excellent tuner
5,precise tuning tool
5,inexpensive gem
5,love these things
4,really just what i wanted
3,merely ok not liking it as much as the sn
5,subtly better than previous snarks
5,rock solid
5,eating crow its a fine tuner
4,small bright and quick
3,super tight
5,accurate
4,great price works well always breaks within a few months
5,accurate and affordable
2,the one i got didnt work right
5,best model yet
1,dont like
5,excellent tuner period
5,best guitar tuner you can buy
5,clear screen
4,guitar tuner
5,a must have tool for every guitar player
4,not bad
5,best ive ever used
5,accurate
5,great guitar tuner
5,an accurate tuner that is very easy to use
5,bright display fast tuning
5,very handy and accurate
5,more reliable than a tu
5,great tuners
5,i have bought many snarks
5,very useful
5,works well inexpensive cant complain
5,best tuner ive ever owned
5,very easy to usesee
5,best tuner ive had so far
5,seems accurate
5,very good value
5,ernie ball regular slinky electric strings any questions
5,best string on the market
5,as always excellent quality
4,stands
5,musicians gear tubular guitar stand black pair
5,decent stands at a good price
5,great stands
5,one of your most important tools for learning the guitar
4,cheap stands get the job done i have problems
4,good little stand
5,great transaction
5,an exceptional value and you can get rid of the pick guard
5,holy bajeezus
5,great first ukulele
4,fun little uke solidly built but with small flaws
5,epiphone les paul ukulele
5,wow a les paul mini medont let the small price fool you
5,such a deal
5,just plain awesome
5,two for the price of one
5,for the money you cant go wrong
4,ships as expected
5,im yet to use them but the quality is there and received them fast
5,these things are great
3,hollow stand connectors are weak
2,too light weight for any decent mic
1,fix the adjustment boom screw and it will be a great stand
5,graet quality boom stands
5,two great mic stands one low price great value
5,excellent beginners guitar
5,a great guitar for the money
2,expectations perhaps a bit too high
5,stars upgrade the bridge
5,bridge pins
5,better than the original pegs
5,good replacement for acoustic oem pins
4,bridge pins
5,dang good
5,works great why buy the more expensive ones
4,nice
5,super tuner love it should be known as the peacekeeper
5,great little amp
5,a very kool studio amp usb out
5,greatest practice amp ever
5,affordable vintage tube amp with some modern flexibility
5,a very nice tube amp at a great price
5,great and versatile
5,i love this tuner
5,love the read out
5,good lil tuner
5,compact design
5,i keep buying more of these guitars and bass i want one for each of them
5,no better clipon tunerperiod
5,these tuners are awesome but consider them disposable
4,seems to work well
5,another great tuner from snark
4,al
5,snark sn
5,awesome tuner
5,snark rules
5,nice and convenient
3,snark sn
5,good little tuner
5,love love love it
5,i have bought many of these
5,my new go to tuner
4,low profile high quality
5,good tuner inconspicuous and it works
5,perfect for me better than ns design micro tuner
5,this is undoubtedly the best headstock tuner ive ever owned
4,ns mini
5,outstanding product
5,pleasantly surprised
3,a little too bright and high output for classic rockblues good for metal
4,decent set of strings
5,switched to these for the last sets
5,cobalts who knew
5,neotech simple sling black
4,simpler would be better
