rating,review
4,writing this review after a month of useworks absolutely fine i use it for my tailoring projects i had a question regarding water dripping bt the company was prompt to send salesman and resolve my queries also a tip that i have heard from alot of technician and sounds logical to increase the life of ur machine is to use filter was tap water has alot of impurities and gets stuck and reduces the life of iron i have seen that myself with my other steam iron as it leaves small dust particles on the waterstorage area so do that will solve leaking issues if u ought to have anywanted a heavy steam iron this works very well lots of steam and easily irons out clothes very easy on fabrics too so you are able to use the high steam setting to remove out wrinkles on clothes without worrying about the fabric setting too mucheasy to use and all types of clothesnice its did its purpose nicely happycup to pour water must have been includedheat up very quickly no water dripping steam is good and dont stick i use filter water to keep it clean
3,okthe product works very well the support is also good the product was not delivered with the required water inlet and outlet connecting pipe and a pin electric plug had to run around for procuring them wish bajaj packaged this in the producti bought this three months back till now no complaints and using with out any issuesits taking time to get hot waterthe screw required for installation is missing is good but installation charges are high
3,good to usereally good product in this price as compared to other expensive products does its job properly roller doesnt come out if you scroll it properly adhesive is good in removing febric lints doesnt come with a cover but you can keep the used sheet wrapped till next use then you can remove it to get fresh sheeteasy and handyworks but adhesive could have been betterits exactly as the pictures of the product the roller works well and does the job go for it if you need one i have pets at home cats and i need to use this everydaywill definitely repurchase the roller and the frame is loosely tied and cuts hand every time i use the whole roller disassembles quickly while in use the adhesion is not very good and finishes when rolled timesi ordered this because my pets hairs always stick on my clothes this product removes those hairs easily but in one jeans or shirt you need at least two sheets and also the roller comes down which make cuts on fingers so for cleaning really good but not at all easy to useeasytouse can go for it
4,apart from it leaving a watermark on table its been a good experiencegood product but one issue i found that the head from where cool mist air comes should be flexible to rotate to any direction now suppose you are keeping in table and sitting on chair then all cool mist will go above instead of coming to youmy sleep quality improved by this product and it gives the feeling of freshnessoperating manual inadequately written the nd diagram is not labeled water filling method not mentionedmost importantly the cord length is too small why being so thrifty most switch boards are at about ft height cord does not support this height as said can be a great productnice productthe quality of the product is normal very thin plastic refilling water is a tricky job as we have to fill it up side down the instructions are not clear if the product is tilted a little it behaves differently the led lights are delicate and i think loose as wellits an awesome product humidifier helped my baby to sleep better due to nasal congestion so relieved as a mother
4,worth buying for eggetariansworking great so farvalue for money stars as wire is very short in lengthi like this product and it is worth for moneyvery good itemvalue for moneyeasy to useeasy to use and easy to handleit is awsome productgood qualilitygood product its very nice
4,the product arrived on time and in good conditionit is not only portable but also convenient as it uses a standard plug that can be plugged into normal amp socketsi mostly just use it to heat my bathrooms as its a low wattage heater and thus can only work well in tiny spacesimportant if using in bathroom ensure there is no water on the floor or spraying onaround it just heat the bathroom and then move away the heater before using the bath areaits a light weight easy to use productperfect for small spaceheats quicklybest room heater in budget especially it uses less power nd gives sufficient heating even can be used with inverter in places where power cut is a problematic issuenot so easy to use or regular movementi liked this room heater it only uses watts and so can be plugged into any amps its quite as there is no fan adequate for a small roomit looks good and the feel is metalic there is line indicator in its back and also there is a switch on its side heating feels powerful and there is no breathing issue due to this heaterit was very useful in my himachal tour in january i have used it whole night in c with few care ie ventilation in room and few waters in roomgood
3,nice machine for adults at home who need small appliance which can do work in jiffyeasy to usedouble blade option works fantastic body is sturdy chops stuff super fast and super finevery poor qualitynew product refuse to operatethe bottom bowl was not so good enoughheavy in weightgood product
4,as always amazon never disappointes if you are finding best quality product st low price go for it like the productits too cheap on amazongood productwhere is pipes its with gyser as describedproduct is good and price is best but it takes half an hour to fully heat litre of waterokgood product
4,good quality but cord is too short it is ok for sandwichesvalue for money product does what it promises ceramic coatingpeoduct designers did not make a single sandwich with this product usage images and actual usage does not match the hinge mechanism is flawed and will result in flat sandwiches if you force the hinge clip to shut it may just breakpoor product design in good toster and easy to cleansuperb product every home should have this product especially if you have aged parents not feeling well cooking difficult can eat something even aged persons parents can use it and start their day having a breakfast on time morning evening snack etc auto power cutoff feature is the greatest attraction and easy cleaning built quality is superb most busy persons skip breakfast you dont have to skip it if you have this product and a pack of bread and if there are some vegetables luxury breakfast with this productyou can make big to small sandwich without any problemat a time sandwichbut be careful body is weak possibility of damage is morepros ceramic coating nontoxic can make jumbo sandwiches at once takes only minutescons had to manually close it as the height adjuster is smallthe brand vakue is justified the product is good easy to handlego ahead and buy if ubr looking for a trusted grillerlikes the product but cord length is shorthad to replace it
3,good product but price ok its product goodeasy to use very handyauto cut continue starts fanwhich lower down the tempi liked the swivelling action to spread the heatbeat productbest room heaterthank youi received the broken article but there is no replacement service for this product
3,heater is good for regular sized room might not work on bigger room or hall but for regular sized room its heavenlylike very muchthe hotty model produced by inalsa is sturdy and compact in design easy to handle good quality of cable and fast heating ability with auto cut out system i had received this product with crack inlet air net however it replaced with new one by inalsa and amazone at ease it would be added advantage if air deflector be facilitated in this with good quality of indication light all and all good quality product in this price rangethis hotel heater is very light weighted and compact in design it has a fast heating ability and comes with auto cut out system its good for a medium size room the blower keeps your room warm for great amount of period the price is also reasonable overall a great product by inalsamust have in cold season for small roomdont buy it go for amazon brand no value for moneypackage is damaged but product is in good conditionreasonable performance for the price
4,no doubt product is good but after month product auto power cut funtion not working so try to claim warrenty but havells said talk to amazon and amazon said talk to havells both the comany raise our hand by the way product gave year warrenty but they gave me only excusses very bad experiences with havells never expectedits good the ony pro and cons can be the flap pros us can say is that the flap can be used for wider bucket of water for heating cons u can say is the again the flaps bcoz while not in use flaps must be closed and you cant hang the heater anywhere bcoz there is no option given flaps can cause issue bcoz it have to be kept on the ground while not in use rest all is good auto cut feature is bestcord length is shortenergy efficiency good temperature control too goodi realt like the design and auto shutoff features of the product but theres is also design flaw that you cant insert it into the half filled bucket and water should be fullawesomevery good productenergy efficiency is ok not good
4,overall nice poduct just one problem is that is the cord length only rest awesome easy to clean and easy to handlewe used this for sandwich making and it performed well the plates for grill and waffle making are readily interchangeable the cord length is adequate although slightly longer cord would have been greatthe device is readily portable because of its size and weight overall very useful quality of product is goodused a couple of times and sandwitch came goodi wanted a sandwich maker and refused to buy one from a store since it was all kk and didnt have half the features that i was looking for saw this and love ibell as an upcoming indian brand own an electrical sander too so didnt think twice and got this dont regret it one bit pros are the interchangeable plates for different ourposes grill one is just fantastic to hear all kinds of sandwiches and rolls and other food all the plates are easily removable and washable too only con that i saw to this was the latch wasnt properly latching while making a heavily loaded sandwich in the sandwich maker otherwise its a top of the range product in comparison with other big brandsall the functionalities works pretty well only thing is it should have had auto switch off feature nevertheless it is a very good product and worth the money sandwich also gets made fasti ordered vguard removable plates sandwich maker but it came in faulty the plates eject button had an issue later i ordered this one as was recommended by someone i know its of good quality only that could have been somewhat lower price
3,bought this almost a month ago so far it works well suction power is above average blower feature is a nice addition only con is its a bit loudvery nice productreally amazingits very sturdy wheels are very good so u can take it wherever you want electric cable is longdeserves the purposejust value for moneygood for domestic usevery powerfull motor best product i like itthe product is good honestly i have tested it for cleaning the dry dirt and in that this works greatgood long power chord and nice attachments that gives the cleaning abmngle a better approach
2,not sufficient powerthe product is more like a toy for kids cant use it as a proper juicer power back up is very pooroki had to replace this product first time because it was leaking and now after replacement the new one has no battery backup and vibrates too muchthe mrp is above rupees which is not at all justfied by the productafter buying the product i found that with the product they are giving a cashback offer of to rs if you give star review probably thats why it has good ratings i feel i was fooled by the ratingswaste product as the juicer is leaking which creates the whole place mess and the juicer doesnt grind properly where the pieces of fruits remain ungrinded i generally dont write reviews but i was forced to write this one as this is just waste of moneyspend it wisely for something betterits does not work properly at all after charging for hours the battery last only sec very bad productand they have given a cashback coupon to attract good ratingmisleading information is given on the detail pagei bought this mostly for milk shake and it does an amazing job and it is affordable but it didnt worked while charginguser friendly blender very useful for the pg accommodaters i am using this to make a protein shake from day one when i was received from amazon
4,it doesnt make any noise speed okay for this price range light weight i dont face any issues in this fan over are goodgood fan from cromptonfan was well built and value for money the noise at the top speed is kinda loud cant complain with this pricespeed control not workinggoodnice product good while running time slightly shaking we dont no why but its fixed properlygood
4,one of the best juicer mixer i have ever used till date used almost all renowned brands but this one is class apart rd purchase in the family circleniceit is unique machine it can do everything which we went from a juicer machine fine quality of mixing grinder in few seconds and use both domestic or shops and very easy to use and clean i choose it after many machine used it is best all of themif u want to take out the juice after several days gap then u can prefer itbit on the regular basis it is not good because i had taken out mausambi juice from it but its waste was not containing some juice in it which can give a loss to u else its goodi have not used juicer thus stars but mixer grinder is excellent even hard items like coconut pieces grind in just turns very happy with the product easy to clean just waiting to use the juicer thoughvery good experience using this produc from yearsvery nice products and most powerful motornice machine meets the purpose as i was looking for a strong performing juicer its just that manufacturing quality is also good and sturdy though i feel the motor is loose fitted as one can feel it hitting both sides inside while cleaning or shifting
4,i like the service most and the productnote writing the product right after installationproduct looks nice and the storage capacity is good enough for a family of the technician is very friendly and installed the product without issues will write a detailed review after using the product thoroughlyits value for money productworks fine and installation was on timenice product and service is also goodproduct is very good purity of water is excellent and installation is excellentmust buy item at this rangevalue for money ro water dispensersufficient capacity
4,the pricing is good using is very easy but the product is not too much worth to buyi have been using a similar coffee percolator for over years now and my old workhorse a chinese nova is still capable since it was white and therefore a very unappetising sight now i needed a new onepackaging the design of packaging was perfect stiff corrugated sandwich board box foam profiled panels stuck on board for bottom and top board wrapping around the glass kettle the whole unit inside a thick ply cover frankly this sort of packaging is more common in high end audio equipment plus for the packaging designsize this is a small machine and will make about ml of coffee sufficient for mugs in one go if you need a larger volume look elsewherebody and finish the plastic body is well made the matte finish looks good the bottom metal plate is seamless and black will have to wait and see when spots appear the kettle is good quality glass and though no branding is present feels thick enough to withstand minor washing bumps the filter bucket and the holder with the flow control spring is ok hopefully the spring and washer which are fixed will last the lid moves smoothly and the hinges and the sprinkler also look sturdy switch is firmfunction it worked very well on the first use i had used an extra coffee filter paper on top of the nylon filter bucket the flow was smooth coffee liquor starts weak and then picks up strength the drip stops well with the removal of the kettle and though the manual cautiously states a sec gap for drip stop i did not find any leakage on longer removaloverall very satisfied with my new coffee maker recommend buyingproduct doesnt work within a montheasy to use and it turned out better than i expected it to be for the pricejust magnificent saves lot of timethe plastic quality for this product is poor it feels like a toy i had bought a amazon basics air fryer it had great build quality comparing to this amazon basics productif you try to find a replacement part it costs twice its valueits cheap and breakable and the coffee is very very lightwaste of coffee and also not a good flavournice product and simple to use
4,nothere should be a fan speed control optionoverall very goodlittle noisy but expectedfan is slightly noiseoperating switch is too hard for aged personbest in marketgood product easy to usereceived days ago looks color r good heating nice adjustments for heating w w w whichever u requireno auto cut or overheat protection available
3,everything is fine about the product light weight good air blower and good heating most important price is goodbest you can in this winter without doubt go for itthanks amazon for this heaterbuilt quality as per descriptionhaneul brand same as mentionedamazing product at amazing price work as per the description same brand received build quality is also superb great for winter pocket freindly as compare to other brand recommendedit is good productweight and heating process so easy and movablevalue for money and quality is also goodi am not satisfied because product bilt quality poor and use that on heter semll very iteratinghigh consumption electric
4,its good nd amazing productvery nice product very low noise leaves no dryness in air elegant in looks very fastly heat the room safely design happy to purchase this heater it maintain the room temperature and provides sufficient heatit was really excellent product i like itawesome productproduct is very good
4,its a good product for strong daily laundry clothes fine qualityflimsy and the lid alignment is not good design colour is sober which i liked better and not bright brown ive milton and size is almost same though milton bottom is a bit wider i liked this colour better so bought thisas shown in the image the basket quality is good expected a little thicker lid its not as sturdy as expected given the brand and pricegoodgood for homelooks cute tooi like this product
3,a good fan very sad no regulator and had to spend money for a regulatoriam like this prodect amazingive been using it since last months and it doesnt have any issues so far product came with all the necessary items and it works perfectly finerod was missing kindly resendgood performance and good fanjust upper cap not given by companyrest is good at this pricei hope it long lastsgood onejust okay dont get too much hype
4,product works very well easy to use i recommend to this product shakti s to allto noisevary good washer product work vary well go for itpaisa vasoolawesome car washer for domestic use good pressure for superior cleaning but inlet pipe should have more length than it hasgood pressure washer and easy to use i think inlet pipe need to be more long other wise all goodpressure is very good but mtr shows barused this product for wash my roof as well as to wash my car product is very good with low noise and good pressure recommend to have this product for personal use to wash your car floor roof etc
4,purchased from amazon for full price under no offers still beat competitors by rsorder was placed on thursday late in the evening at pmwas to be delivered on thursday but arrived early on monday at amquite satisfied with the delivery packaging condition of the item and also happy with the early arrivalalong with the vacuum we received a basic instruction manual and warranty cardthe invoice was missing from the parcel so it had to be downloaded from amazonto register your warranty you require to scan the bar code on the invoice and whatsapp the detailswithout any delay excitedly we got to assemble the unit which was a fairly easy task took approximately minutes which i guess is ok for the first time while getting familiar with all various attachments etcfirst impressions the vacuum itself looks sturdy built wise but some attachments could be a little stronger especially the extension pipes could be stainless steel same as the drum and telescopic in feature operation the main vacuuming head attachment used for floor hard surfaces could also be stainless steel as it gets used the most and gets banged around quite a bit would extend its lifeits a pin plug instead of a pin which could have been better with a surge protector fusethe cord is of decent length quite impressed with the quality of the cord also the cord which has no autowind and cannot be inserted within the body of the unit after use can be rested on top of the drum in a winding fashion it kinda works and does keep in place without being a nuisance hose same solutionthe side latches are reasonably strong wheels are easy to install insert and work fineit would be absolutely fantastic if the various attachments could be stored latched to the main unit while not in use storage wise but can understand the limitations in this regardfirst demo was for the vacuumnoise average not too loud or unbearable reasonable with any other domestic vacuum of similar powerinside the lid the dust bag clings on to its inlet would be better if it could be secured locked with a clipin vacuum suction mode the air gets forced out of the blower outlet this outlet is directed on the opposite side of the unit and is directed straight onto the floor level now imagine if you had not yet cleaned that part of the room and that dust gets thrown around or blown onto the already cleaned surfaces it would be an unending job like a dog chasing its tail if this outlet had a removable or having the ability to rotate something like a flap or adjustable ac vents like in cars then it could direct the blown out air upwards while vacuuming the surfaces and this could have been of great design sensesuction is at par with as described or claimed in the adverts nothing too exciting but definitely not disappointing does the job which is importantthen follows the demo for the blowerthis feature should technically be equally as strong as the vacuum because the force of the air sucked in while vacuuming is supposedly the same force leaving the blower outlet to make things interesting there are fish gill like vents on either sides of the lid these vents are the fixed kind cannot be closed or opened one of the vent very faintly can be felt takingin air while the other vent blows out air at a significant force this particular phenomena i am bewildered with cause as i understand the escaping rate of air through this vent will weaken the force supposed to leave the blower outlet so make of it what you will still does the job if youre looking at blowing leaves or scaring the neighbours petfinally the demo for the wetperformance is at par with as described or claimed in the adverts and as other customers have described in their video demonstrations again nothing too exciting but definitely not disappointing does the job which is important may need to dry mop even after using the wet functionin closingdefinitely do purchase it use it often as required and also helps keeping fitdo not allow dust to settle on your vacuum bloweralso ordered extrai american micronic replacement dust bag for amivcdwdx amivcdwdxii rodak mm mattress and upholstery nozzle for vacuum cleaner wet and dry cleaning eu importit have the best suction power among the wet and dry vaccum cleaner even better than some of the dry vaccum cleaners i bought this for my mother inlaw she likes it for being easy to use its simple and easy to connect and remove dust covers and pipes extension pipes are little loose though its easy to clean those cat hairs now and dont have to worry about accidentally sucking the water from the floor because its wet and dry vaccum cleaner hope the customer care is a good one incase of any needs arise they send me already opened package but not used i think they could have send us a fresh unopened perfectly sealed package no complaints untill now i liked the reusable dust cover feature also its easy to connect it inside easy to handle dont have too much weightit would have been better if there was an auto winding of power cables with a switchthis is a domestic beast great suctiononly thing that should had been ther is speed controlnoise level is high but with such suction is ok as long as it cleans it all without ne to redo it again and again i am okrest how it will stay with time will be something to seeit is very easy to clean as the suction power is great very powerful machine indeedi have been looking for a good vaccum cleaner for a long time now i recently came across this and read the reviews etc some were good and some were bad but at the same time i couldnt find any better specifications in any of the other vaccum cleaners in this price segment so i finally bought itit came in a big amazon box well packed and secured unboxed and it was as perfect as in the stock images here is the list for you to understand the pros and cons as easily as possible very good quality steel and plastic build the suctionkpa is really really good even with the thick carpets etc the wheels are really good toothey move effortlessly you get a lot of accessories to clean different surfaces and theyre good quality the blower function is really powerful the bag insidewhich collects the dust dirt is big and can be cleaned washed easily the noise level isnt much its okay not loud the cord length is mtrs which is enough the overheating protection is good all the accessories can be stored at the given spaces on the basecons the only thing that i think should be improved is the locking mechanism of the extension pipes they are good and fit well but if its a carpet or some other mats youre cleaning you need to tighten it well otherwise it loosens and needs to be tightened again and again overall a product which fits all your needswet and dry cleaning of course better than any other vaccum cleaners in under k price range go for it ps ive tried some other vaccum cleaners too which are in the k and above range but this is the all in one op vaccum cleanergood suction with great built qualitygood durabilitygood suction power and quality productvacuum cleaner is very fine suction power is quite good drying power is also just oknoise level is high as i expected cost is high as compared to other brands overall i rated it four star
4,plastic is not of very good quality thought but it does the job well and it is easy to usenice producti bought this product at a price of rs at this price product is good but dont know how long will it work as blades are quite low quality plastic of the body is good cord length is also quite good i have used it on my old woolen clothes they have become like new used on cotton trouser too it is also like new i like this product only makers should improve its qualityvalue for moneythe product is literally magical it gave a new life life to all my discarded old winter clothes must must must buy thing highly recommendedi am very glad that i purchased this as my all clothes became new purchase its easy to use and useful especially in winters
4,i have used multiple air fryers but this one is best and value for moneygood product and a excellent demo was given by manikandan on video callhowever we returned this to get a higher version of thisits a good product worth the money the virtual installation and demo given by manikandan was very helpful and made it easy to useeasy to use easy to clean easy to maintain good product value for money must recommend to everyone thanks a lotthis airfryer as expected is an alternative for people who hate deep frying and oil less food not only that instant pot could be better than other airfryers out in the marketmanikandan gave a demo of the product thank youvery good explanation about product and its function then safety precautions and clarify our doubts by manikandan and this demo was very useful to usnice product user friendly got video session for demo installation given today by zafar he explained all the options very well ready to support even after demo i am giving star for product installationthis airfryer is most satisfyingcompactnot over sized and easy to cleani was worried it will be too largeworth the cost
4,mission is to purify drinking water and make it safe to drink in that case this eco water saver l is very useful tds of my bore well water is ppm and tds of purified water is ppm and test very good rejected water is out of company is very careful in terms of service but local service is lax it is our misfortune that there is no service agent in our district headquarters i am very happy and will tell everyone to buy thank you amazonyesthe product is good and installation was very good the service providers behaviour was vry good overall very good experiencegoodgood product by timely delivery of amazon instalation took days time but pureit sent a very humble and knowledgeble person for installationthanks team amazon and pureit for delivery and installation of good quality product at affordable pricethe tap for water dispenser is at the mid of the purifier by that i mean when the product is wall mounted the tap of the purifier is also at a height causing a bit of inconveniencerest its a nice mid budget productgood product great company service support hul keep it up
4,good productinitially a duplicate product was sent by the sellerwe found out this using the barcode printed to check the genuinenessafter a replacement request we got a original product but the plug was not workingafter a service request technician came very next day and fixed the plug and leakage problemyou can go for it but dont forget to check the genuinenessat first defective product recived got fixed by instalation person overall good product works greatgoing going till nowamazed and happy with this purchase i replaced my old purit top model with this excellent price k has all latest features of current high end over expensive ros in market like intank uv mineralizer no prefilter required tds adjuster taste enhancer beautiful design water dispensing speed is fast so less waiting for filling glass press and hold lever tap is greatoverall excellent and best model that carries all latest features of other brand expensive modellatest features in low costsimply amazingthe product was good in this rangefantastic water purifier and pocket friendly toovery good but water test not good
4,its okayproduct goodall ok but heat is less on full speed today is october if u replace it with better quality i will be thankfultoday is last dayoverall good quality product like it and recommend iti trust the philips iron and this has delivered as expectedvery nice पसद हgood
4,do you expect from laundry bagto store clothes or something like thatso yeah its doing the job its big nd goodgood little small can take shirtsniceit is of small sizesame as showni got this product three days back and it comes with small packaging but when i opened this actually it was bigger than my expectation it comes with standard material and with nice quote written over it this product is durable sturdiness and value for money
4,you can buy a good productpurchased this spare jar after yrs of usegood productits nicenot cheaper same cost of shopgood result when using this jarbest but not the same as the original one which we get in the box when we buy a mixxerlikequality is goodsame as original
4,the iron plate coating isnt good sticks on clothes especially on printed shirtsgood to usevalue for moneyvalue for moneyv goodnice product fast heating very good productgets through everyday work easily temp control is good the indicator is brilliant the cord is easy with the movement at the jointeverything is good
4,very happy with the product performanceinstallation very easy to start using had to wait for days for the technician but with the instructions from box you can start yourself without waitingin the box disposable mops washable mops side brushes main brush mopping plate deebot dust chamber with hepa filter charging dock cable user manual cleaning brushcleaning performance superb cleaning with power options quiet normal max and max lower suction means lower battery consumption with higher suction power even the minutest dust particles will be cleaned up good if you have children in the house higher suction also means you need to clean the dust chamber more frequently in all the power options the house will look clean and will collect most visible dust the higher options are for deep cleaning also if you have groves or areas that accumulate dust over time in the flooring the higher power will pull out dust from these tiny placescleaning pattern st edges of the room are cleaned and then it will run a northsouth or eastwest cleaning pattern inside the edges no specific patterns like y or spiralmopping performance the mopping also has electronically controlled water usage low medium high ultra high the app shows warnings when using high and ultra high the robot may slip due to water on the floor but i have been using high water flow on ceramic tiles and have not faced such a problem the wheels of the robot have good grip which help with the higher water settings the mopping will become more and more effective over time with usage of the reusable mopping pad as it gets older more area will touch the floor than a new mopping pad for the st week the mopping is not as good as the mopping pad does not entirely touch the floor but with usage the shape of pad will adapt and you will get better resultscorner cleaning cms of wall corners may not be cleaned esp if you dont have straight walls eg if you have a bathroom door which has a cm cutout in the wall then the corner area around the door might not be cleaned degree wall corners may have a cm area which is not cleaned however the side brushes are large enough for most of these corners all other areas with obstacles such as chair or table legs will be properly cleaned deebot may run around them or timescorner mopping as the deebots mop is round it will not reach the corners expect a cm area in the degree wall corners not being mopped however on straight walls the cleaning is very effective as it may only miss cms which however will be cleaned by side brushesimportant if you have black furniture black stone wall tiles mirrors or any reflective furniture at the height where deebots top mounted laser is located the corner area near that black furniture will not be cleaned by deebot the laser is not able to properly recognize that it is a wall and will run a few centimeters away from that wall this is important to consider if you have substantial amount of blacks in your house as the cleaning will be less effectivemapping the st run will map the entire house and you need to follow deebot as it maps so that no areas are obstructed subsequent runs will update the map with any obstacles eg chairs and tables if they were not initially mapped the n version does not have additional sensors as the pro version so it may crash into smaller items that the top mounted laser cannot directly see also you can save at maximum of maps at a time floors the st run will be a very random cleaning pattern after the st run you can edit the rooms divide or merge areas and rename the rooms based on some preset options like living room bed room kitchen etc once the rooms are mapped deebot will clean each room in the subsequent run and then you will be able to see proper cleaning patternthe created maps are not editable you cannot move or adjust boundaries you have option to add virtual boundaries as a line or as a rectangle box where the robot should not go this is extremely useful if you have mirrors or reflecting furniture at the height of deebot deebots laser reflects off the mirrors and assumes there is area of the house where it may be able to go behind the mirror so you need to manually block this mapped area behind the mirror with a virtual boundary or box deebot will automatically detect carpets and not mop over them if you have installed mopping plate then deebot will ignore carpet area also there is an option to mark areas as no mop areas similar to virtual boundaryapplication use i used the android application for setup and regular cleaning functions the app has an advanced mode which works as per the stored map if you turn it off deebot will start cleaning wherever you place it eg i have a balcony which cant be accessed by the deebot directly i can pickup and place it in the balcony turn advanced mode off and start cleaning once it is done it will return to the place where you put it and notify that docking station is not accessiblethe app also has cleaning modes with advanced mode turned on area cleaning select a room or multiple rooms to clean auto clean clean the entire house custom cleaning select an area on the map to cleanyou can preset the sequence in which you want to clean the rooms you can also set different vacuum and water levels for each room or can use a common setting for the entire house you can also preset how many times options are once or twice you want to clean a specific room you can also set multiple cleaning schedules based on which room you want to clean at what time of the day deebot will start working automatically however this is not advisable if you are mopping as per the technician you must remove mopping plate after use if any water leaks onto the parts it may void warrantythere is an option to auto boost suction on carpets to max you can set the option for continuous cleaning ie whether you want deebot to auto restart cleaning if it runs out of charge midway deebot will only recharge partially based on the remaining cleaning area resume the cleaning and then return to recharge this saves timethe app also shows usage period of accessories in hours and the total expected usage time it is an ecovacs recommendation to replace the accessories side brush main brush hepa filter this area of the app also shows how to clean or maintain with images which is really helpfulthe app shows a history of cleaning cycles with maps this helps to check if any areas were not cleanedcleaning and maintenance expect that instead of cleaning the house daily you will be washing the mopping pad every day and cleaning deebot once every week depending on the size of your house cleaning will take around to minutes remove all hairs from side brush main brush and wheels remove the dust chamber remove the hepa filter and wash the dust chamber wash the main and side brushes if needed clean all the sensors of deebot with a dry cloth let the washed accessories dry and then reinstall them also remember that the investment in a robot is not a onetime cost you will need to replace the accessories every months based on the usage and maintenance consider the replacement cost also while evaluating a price point for investment in a robot vacuumoverall rating the cleaning and mopping performance is very good and better than a house maid in most circumstances eg deebot goes under the sofas expect manual work such as clearing the rooms before running the cleaning cycle and cleaning areas out of reach of deebot in this price range i am very satisfied with the performance
4,quality very good but injection syringe must be add in this kitit is an original product got it at a discounted price everybody should consider itgenuine product from kentkent gold optima gold spare kit is a very good product i purchase this product nd time it is very good for usenicegood producti bought it for second time good product with no complaintsಉತತಮ
3,filter not effectivethe best water purifier i have ever seen it purifies the water and their is no impurities present in it i have used other products but this is the best the quality is also very good and durable highly recommendedim literally value for money very easy to install everything written on the description box also its budget friendly value for money and easy to installthis thing doesnt hold on to the tap even if you use the attachments given the screw cannot be tightened and as such it does not hold on to the tap once the tap is opened it slips and falls away a very cheap product and i am unable to return it nowfilters wellextremely poor quality with no manufacturers identity useless product i advise everyone to not buy this productdont buy this product dont serve the purpose
2,the heating capacity is zero moreover i have initiated return request noone has come to collect itbest heater at this price quality is very good suggest everyone to purchase this heater amazing product to buy
4,good product to buyvalue for moneyeasy to usegood productmixer grinder is good easy to use and sound bit high but all the jar lid is not good so cheap quality lid its get removed top lid plastic handle comes out from top but overall is good and easy to usehis cap system is not goodgoodnice
3,to useitems tap is not good for usersvery good value for money working fineit is not suitable for my tapi likedso product good so happy amazon liked amazon products provided sum like this
3,plastic material not good just oknice pedestal fan for havells companysupplied without remotei cannot fit the oscillating knob of of the fan so the fan cannot be made steady i am afraid that the inside fitting for this knob is broken or misfitted hence the problemplease rectify the problem immediately if unable to rectify please give me replacementfan safety grill clamp very low quality plasticim impressed with this fangood quality
3,nice product low noise and good suction power in price range received damaged packet and without hose pipe but over all product is good worth of moneyreceived the product on time have used it once to clean and its easy to use works well the heating concern mentioned by prior reviewers is apt however dont a damper for a purchase at this price its a decent product in the affordable category the floor attachment particularly works very well it is light weight and so cleaning lower end of ceiling fans was easy the suction power when using sofa attachment is quite good in cleaning dust stuck in stitching corners overall if you want to spend minimally and get all relevant attachments and your usage is for a bed or a smaller sized apartment this product is a good startcarpet bohot ache se clean nhi kar paata baaki normal cleaning ache se kar deta hegot this vacuum cleaner after a lot of research and it has been a good choice till now i wanted a handheld vacuum cleaner for both car and home cleaning purposes my primary requirements were cleaning my car and gaming chairssofas a car vacuum cleaner only wouldnt have suited the purpose also i wanted a powerplugged vacuum cleaner as the one with a battery can be used only for a certain amount of time and there is a long charging period of waitthis product ticks all the requirements it has a m power cable that is long enough to use comfortably the suction power is good at kpa unlike the kpa of most batterypowered cleaners noise is okay i mean it isnt so much to disturb someone until and unless someone is really allergic to noiseit has several components that helped clean my car and even my fabric gaming chair and i was also able to see a visible difference in the window meshesyes it gets heated after several minutes of usage but i could use it with a wait of minutes each time its weight is ample for horizontal and downwards usage i havent used the stick provided and i think it might be a little bit difficult to use it upwards on walls if i need to use it continuously for minutes or morei had to be sure that the accessories were available after purchase such as the filter which i was able to confirm with customer care its a good buy lets see in the long runits made in china the company provides months of an extended warranty if a review is given and shared with them this is a bit weird requirement to go ahead with however this isnt a sponsored review and is based on hardly a months usagesome photos are attached for helpnice product but the filter strain was teared in one place it needed to repair but otherwise satisfactory build quality is very deplorable they are just forcing the buyers to give star by any means to give better service and warrenty assistance by a card inside the box this seems really threatening but overall working of this machine is somehow oki would rather suggest if you have options to not choose it then go for that optiongood for surface cleaning build quality is not adequate but good to have at this price
